Year,Sex,Age,Value
5,1,7,352549.0320508387
5,1,8,337224.49953803513
5,1,9,321953.444094872
5,1,10,306391.2625356907
5,1,11,289754.38876809785
5,1,12,272317.3472409402
5,1,13,255643.1966578707
5,1,14,240617.16000452358
5,2,0,13.629923479121912
5,2,1,51.45614277795419
5,2,2,111.66902057213444
5,2,3,190.3897550806606
5,2,4,285.45066070598784
5,2,5,901.4533332939388
5,2,6,2384.6615636124275
5,2,7,4481.186676500437
5,2,8,6998.036340926284
5,2,9,9732.827180843306
5,2,10,14412.219119272007
5,2,11,21867.19649271261
5,2,12,30713.73833912031
5,2,13,39897.90146297588
5,2,14,48590.40027412524
6,0,0,445689.0292436578
6,0,1,429302.3196737657
6,0,2,418431.9169096676
6,0,3,409297.7696156706
6,0,4,397490.1891185276
6,0,5,385800.9230206914
6,0,6,371470.23859815206
6,0,7,358312.90618212376
6,0,8,344071.2369794816
6,0,9,331368.7990337929
6,0,10,318843.84502379916
6,0,11,307976.71817668935
6,0,12,298694.55487612437
6,0,13,289851.1474514927
6,0,14,281833.42672270077
6,1,0,460266.1679025577
6,1,1,441951.64838095533
6,1,2,430650.67035823
6,1,3,421222.3128496032
6,1,4,408941.7756599265
6,1,5,396254.15868633223
6,1,6,379240.5784560436
6,1,7,363840.54927345493
6,1,8,347054.51569643774
6,1,9,331721.7697940654
6,1,10,314771.2006180606
6,1,11,296729.1139098823
6,1,12,279039.2586498339
6,1,13,261727.83096979954
6,1,14,246053.17470184818
6,2,0,13.806551936595953
6,2,1,52.447754414663905
6,2,2,113.68657039214608
6,2,3,195.45318687263247
6,2,4,293.20075180457525
6,2,5,930.7588284689608
6,2,6,2447.4308633028777
6,2,7,4617.149763479531
6,2,8,7191.17837766457
6,2,9,10018.427252658406
6,2,10,14800.381742756601
6,2,11,22392.843022926245
6,2,12,31476.73838167614
6,2,13,40854.88344294291
6,2,14,49700.37855217507
7,0,0,447593.78599265724
7,0,1,431892.9333351526
7,0,2,423476.002689527
7,0,3,413455.18049126014
7,0,4,404250.24289725197
7,0,5,391886.0854943949
7,0,6,379639.0294687724
7,0,7,365028.7486097144
7,0,8,351815.5537139913
7,0,9,337927.4015932393
7,0,10,325777.50069258566
7,0,11,313966.4336451148
7,0,12,304103.4534336344
7,0,13,295956.76619993866
7,0,14,288191.86121519544
7,1,0,463298.8403628761
7,1,1,444695.5520813397
7,1,2,435848.0380026586
7,1,3,425430.97991618514
7,1,4,416012.8663482713
7,1,5,402738.1996965243
7,1,6,388703.34761969576
7,1,7,370889.04883709963
7,1,8,355132.30678098305
7,1,9,338649.920930864
7,1,10,322066.6232485341
7,1,11,303225.0007531003
7,1,12,284994.2108003671
7,1,13,268370.9194248669
7,1,14,252995.9342793324
7,2,0,13.983807116865199
7,2,1,53.1048170172383
7,2,2,115.78234120244929
7,2,3,198.60889307640474
7,2,4,299.9780880077851
7,2,5,949.701410804625
7,2,6,2513.5608075577525
7,2,7,4709.942347073937
7,2,8,7358.645884329962
7,2,9,10224.850433004267
7,2,10,15143.857822724452
7,2,11,22888.360751546294
7,2,12,32156.02256353944
7,2,13,41898.03758018576
7,2,14,51100.80738267523
8,0,0,452559.12195631437
8,0,1,434212.3395163606
8,0,2,426355.4526628412
8,0,3,418696.42490642355
8,0,4,408584.4497836953
8,0,5,398809.39492334076
8,0,6,385895.47480424785
8,0,7,373366.05688708345
8,0,8,358701.1064843638
8,0,9,345829.34161899827
8,0,10,332481.9427728148
8,0,11,321025.6019356532
8,0,12,310193.87938944745
8,0,13,301438.4310582799
8,0,14,294340.5004448895
8,1,0,467949.06470430276
8,1,1,448109.1709495027
8,1,2,438861.4587348224
8,1,3,430815.37558219634
8,1,4,420392.6266389262
8,1,5,409951.4589869815
8,1,6,395315.946211038
8,1,7,380435.92240820255
8,1,8,362264.3649582888
8,1,9,346772.19871262513
8,1,10,328978.1004450774
8,1,11,310390.5616391
8,1,12,291301.8292825839
8,1,13,274100.67748163786
8,1,14,259355.16278926953
8,2,0,14.179285792077952
8,2,1,53.752604993824235
8,2,2,117.16273068864659
8,2,3,202.1812731596733
8,2,4,304.7505009195607
8,2,5,971.7870817598691
8,2,6,2568.1133766989537
8,2,7,4847.534513338339
8,2,8,7522.838294588028
8,2,9,10483.859373351006
8,2,10,15482.661852056919
8,2,11,23448.116118424692
8,2,12,32887.3221775967
8,2,13,42804.93111513907
8,2,14,52381.578554611224
9,0,0,461678.12772714195
9,0,1,439654.89365451597
9,0,2,429048.2761443747
9,0,3,421904.595382986
9,0,4,414169.9357392497
9,0,5,403556.51035788254
9,0,6,393282.97079982114
9,0,7,380121.913610919
9,0,8,367544.6357897482
9,0,9,353198.4982510734
9,0,10,340821.63399129483
9,0,11,328111.21155738004
9,0,12,317549.97184620425
9,0,13,307730.73758906004
9,0,14,299932.7473576402
9,1,0,477490.87260684575
9,1,1,453444.32315195206
9,1,2,442612.8013976546
9,1,3,434130.4335694125
9,1,4,426090.5651944503
9,1,5,414704.48369023774
9,1,6,402920.2710856967
9,1,7,387450.12605371256
9,1,8,372168.07405908144
9,1,9,354228.73601589695
9,1,10,337291.0054228531
9,1,11,317356.1216694379
9,1,12,298345.1676583979
9,1,13,280159.25119380665
9,1,14,264725.0748972782
9,2,0,14.45770437721048
9,2,1,54.41661140177782
9,2,2,118.35565031837659
9,2,3,204.25065465640628
9,2,4,309.8560813317043
9,2,5,985.2371410340239
9,2,6,2624.161028869438
9,2,7,4950.816020716346
9,2,8,7747.175684609544
9,2,9,10727.949374918257
9,2,10,15886.225043990038
9,2,11,23982.201295508577
9,2,12,33694.56335718114
9,2,13,43766.40014877791
9,2,14,53479.863732591206
10,0,0,470594.0854073394
10,0,1,449331.74607898964
10,0,2,434762.3945061695
10,0,3,424823.94384407304
10,0,4,417576.2799131344
10,0,5,409332.41058738396
10,0,6,398231.74021410424
10,0,7,387709.2956127501
10,0,8,374500.9508127977
10,0,9,362226.4933611221
10,0,10,348359.3327991563
10,0,11,336595.98104650807
10,0,12,324750.67641082767
10,0,13,315166.1321815796
10,0,14,306272.574553858
10,1,0,486684.50368714647
10,1,1,463541.54001757764
10,1,2,448205.6772522529
10,1,3,438090.4929406079
10,1,4,429592.7186643033
10,1,5,420569.1623896846
10,1,6,407835.4989141227
10,1,7,395181.2074298681
10,1,8,379294.06655029766
10,1,9,364184.97153745894
10,1,10,344753.730110617
10,1,11,325545.1457855295
10,1,12,305131.6954161521
10,1,13,286943.0859615434
10,1,14,270507.4251113064
10,2,0,14.67226646646096
10,2,1,55.44086258483053
10,2,2,119.59881797356213
10,2,3,205.9382407393445
10,2,4,312.4672071691662
10,2,5,1001.2720347389153
10,2,6,2662.0250871977782
10,2,7,5061.481809759634
10,2,8,7915.255550066067
10,2,9,11053.847855966998
10,2,10,16256.469363678341
10,2,11,24606.488360684067
10,2,12,34459.84742687417
10,2,13,44831.33836130625
10,2,14,54662.76262722398
11,0,0,478831.95171233127
11,0,1,463091.7020590132
11,0,2,450784.66392364784
11,0,3,438050.3156287843
11,0,4,427714.06915844063
11,0,5,417565.86918027647
11,0,6,405030.05370758724
11,0,7,389571.86239563604
11,0,8,376323.4755985313
11,0,9,362603.03015324834
11,0,10,352996.7329975236
11,0,11,343739.0004056116
11,0,12,336906.1405835801
11,0,13,329927.079516031
11,0,14,323876.979914372
11,1,0,491811.0583274655
11,1,1,477756.97129048686
11,1,2,464934.8347801085
11,1,3,451568.27688853734
11,1,4,441194.53255544935
11,1,5,429406.1632884823
11,1,6,415042.0917725807
11,1,7,397259.2752903466
11,1,8,381472.64489907795
11,1,9,364780.41360648576
11,1,10,349999.077931838
11,1,11,331412.91414077126
11,1,12,314303.98571437015
11,1,13,296883.9306602679
11,1,14,281197.00967386155
11,2,0,14.653424309560986
11,2,1,56.58715504103391
11,2,2,123.10295352271349
11,2,3,211.0045776507539
11,2,4,319.49740011104944
11,2,5,1025.0956060193005
11,2,6,2720.2113934506665
11,2,7,5106.726576069865
11,2,8,7986.825578321276
11,2,9,11105.23254469892
11,2,10,16533.853442465952
11,2,11,25062.390922926934
11,2,12,35485.21632084042
11,2,13,46359.91108496306
11,2,14,56799.47819385424
12,0,0,498866.6564901662
12,0,1,473157.4993612109
12,0,2,466427.0601413409
12,0,3,456063.8353439975
12,0,4,442523.42804872897
12,0,5,428176.32617904636
12,0,6,412238.8245289524
12,0,7,393866.8042676613
12,0,8,374764.78242384753
12,0,9,360805.31828853633
12,0,10,350590.0948778485
12,0,11,347054.96827438637
12,0,12,344301.50406293257
12,0,13,343888.7986986598
12,0,14,341576.7230442395
12,1,0,511932.18457538995
12,1,1,484871.43699898815
12,1,2,481124.32999403623
12,1,3,470410.2763708262
12,1,4,456417.62427101453
12,1,5,441675.65783352737
12,1,6,423016.00619352446
12,1,7,402143.10285473935
12,1,8,380393.1737985359
12,1,9,363623.0147881261
12,1,10,348098.4306026617
12,1,11,335317.8620852719
12,1,12,320015.7050588973
12,1,13,306877.1160874579
12,1,14,292590.2743970739
12,2,0,15.118854274551326
12,2,1,56.88785321425905
12,2,2,126.2361690116201
12,2,3,218.04752447388648
12,2,4,328.28399473180417
12,2,5,1054.0924226892796
12,2,6,2779.7521786237608
12,2,7,5187.072408695965
12,2,8,7989.960136770455
12,2,9,11103.062048840477
12,2,10,16491.248454439352
12,2,11,25409.12951071194
12,2,12,36160.619611169095
12,2,13,47914.000757521535
12,2,14,59055.7948472542
13,0,0,516849.22114932135
13,0,1,496031.82734276884
13,0,2,480406.3899199397
13,0,3,475930.6061008778
13,0,4,463875.75090225047
13,0,5,443918.7524899971
13,0,6,420531.14578051266
13,0,7,395542.4298422803
13,0,8,371515.67052175547
13,0,9,351283.9872282728
13,0,10,342662.5904310475
13,0,11,341730.2839167922
13,0,12,348142.99610575393
13,0,13,355218.1805189825
13,0,14,361951.3773142734
13,1,0,529173.4213922991
13,1,1,507917.368110255
13,1,2,492415.4027153555
13,1,3,491130.58987974917
13,1,4,478982.9170820426
13,1,5,458312.106897232
13,1,6,433385.3429100662
13,1,7,405063.0559023936
13,1,8,378342.82855691167
13,1,9,355289.32956370176
13,1,10,341497.0156379415
13,1,11,330815.132248331
13,1,12,323833.80952705914
13,1,13,314876.089274402
13,1,14,306161.7279025602
13,2,0,15.60812343329896
13,2,1,59.40230505529288
13,2,2,128.55879153170483
13,2,3,226.35187852492575
13,2,4,342.5698594502118
13,2,5,1090.364590291125
13,2,6,2845.1588997595923
13,2,7,5229.083210048017
13,2,8,7961.518528555479
13,2,9,10872.165945577459
13,2,10,16237.86691198687
13,2,11,25178.342913321598
13,2,12,36718.02211612155
13,2,13,49250.89385741923
13,2,14,61798.665055601276
14,0,0,541784.5095785729
14,0,1,515349.5405175449
14,0,2,504781.11944420874
14,0,3,491576.0831959752
14,0,4,485034.6015846209
14,0,5,465632.4314644061
14,0,6,435402.93544336094
14,0,7,401745.95946548355
14,0,8,370340.33079256775
14,0,9,345024.285057087
14,0,10,330831.8849578487
14,0,11,332711.7199220475
14,0,12,343036.8135359982
14,0,13,360566.87700505706
14,0,14,375724.5966721061
14,1,0,553935.36073876
14,1,1,526566.961561242
14,1,2,517041.24554888153
14,1,3,504215.8159889672
14,1,4,501130.4541648607
14,1,5,481390.79184318753
14,1,6,449266.4550489514
14,1,7,413489.85613725224
14,1,8,378648.5047112615
14,1,9,350526.37521979306
14,1,10,331233.6371110191
14,1,11,323358.65782394144
14,1,12,319464.7708559614
14,1,13,319458.29451771145
14,1,14,315338.891682196
14,2,0,16.313356663196732
14,2,1,61.490783149275025
14,2,2,134.67391639565602
14,2,3,231.55871857374757
14,2,4,356.8638938961097
14,2,5,1137.9612469072524
14,2,6,2933.354857643551
14,2,7,5319.059544998751
14,2,8,7955.475471772028
14,2,9,10725.381655769947
14,2,10,15793.328874336014
14,2,11,24737.819841402325
14,2,12,36421.45326983261
14,2,13,50174.32768603228
14,2,14,63774.12549379348
15,0,0,567030.5205122456
15,0,1,544364.9791657027
15,0,2,530080.3702817748
15,0,3,522512.1830188229
15,0,4,505929.21531124547
15,0,5,488237.9293816164
15,0,6,453444.9128363905
15,0,7,407898.162414106
15,0,8,364669.7345174709
15,0,9,331313.7622295867
15,0,10,314924.7443487728
15,0,11,316290.81237098627
15,0,12,334853.88681565324
15,0,13,361662.14934660174
15,0,14,391176.0457648831
15,1,0,577874.6214597583
15,1,1,555535.2310775715
15,1,2,542028.737433058
15,1,3,535857.9262019191
15,1,4,520060.4138203534
15,1,5,505718.70303524
15,1,6,469298.7672621989
15,1,7,421371.16592188325
15,1,8,376142.8728736478
15,1,9,339385.24387232837
15,1,10,317957.934670623
15,1,11,309218.51931216684
15,1,12,312356.4241212349
15,1,13,319191.2823315164
15,1,14,325953.057840614
15,2,0,16.86520180029043
15,2,1,64.41423277857116
15,2,2,140.39451407836626
15,2,3,244.8249472176535
15,2,4,368.3454132812785
15,2,5,1188.2622396213087
15,2,6,3045.158116583525
15,2,7,5390.884516847147
15,2,8,7871.308473687068
15,2,9,10360.826811099856
15,2,10,15182.28675697671
15,2,11,23766.930753921737
15,2,12,35825.33199225589
15,2,13,50411.94141789202
15,2,14,66159.20813833553
16,0,0,593884.4033086841
16,0,1,564120.8999683585
16,0,2,547802.017313704
16,0,3,534433.3123270794
16,0,4,526567.3128420388
16,0,5,508026.118544546
16,0,6,487557.40648225625
16,0,7,450411.4190833162
16,0,8,402252.75895072386
16,0,9,357725.9590287304
16,0,10,323781.51008322206
16,0,11,309671.4387323768
16,0,12,313180.36248127534
16,0,13,334320.71753471415
16,0,14,363644.04974916443
16,1,0,612293.7365788235
16,1,1,574028.8619938662
16,1,2,558856.6118296947
16,1,3,546213.0273520431
16,1,4,539661.1934133371
16,1,5,521109.956118086
16,1,6,503054.79309983517
16,1,7,463366.9842208932
16,1,8,412624.3945163224
16,1,9,366117.06365670473
16,1,10,326920.9975676616
16,1,11,304523.1189420403
16,1,12,295830.85423773126
16,1,13,299956.12672881805
16,1,14,308605.47446359345
16,2,0,17.94431166790799
16,2,1,66.59646206583207
16,2,2,144.56419238930178
16,2,3,249.08683918718066
16,2,4,381.30408178430736
16,2,5,1198.798640014972
16,2,6,3195.384507688883
16,2,7,5827.087509516065
16,2,8,8518.8978837851
16,2,9,11065.449318582634
16,2,10,15548.730163771186
16,2,11,23447.389406675673
16,2,12,34105.22466035232
16,2,13,47693.02029637245
16,2,14,63057.520196761354
17,0,0,610281.9598825542
17,0,1,591715.7879156412
17,0,2,568302.4298569224
17,0,3,552865.5008880765
17,0,4,539094.9686719145
17,0,5,528997.8642228836
17,0,6,507374.30275609426
17,0,7,484279.9399121335
17,0,8,444244.83919403236
17,0,9,394657.9631577236
17,0,10,349489.6242196246
17,0,11,318055.2720089653
17,0,12,306308.177267675
17,0,13,312660.10734022624
17,0,14,336570.80276057846
17,1,0,629390.4337543888
17,1,1,609124.5912233891
17,1,2,578089.030213414
17,1,3,563744.7348561301
17,1,4,550617.6244939412
17,1,5,541007.9738372363
17,1,6,518462.22321402014
17,1,7,496718.781953688
17,1,8,453842.2220358724
17,1,9,401699.7818478087
17,1,10,352637.62500219967
17,1,11,312895.8299138124
17,1,12,291146.99469191796
17,1,13,284107.92339385964
17,1,14,290309.82406761986
17,2,0,18.540336428822854
17,2,1,71.00127895763126
17,2,2,149.95771463557458
17,2,3,257.3698599011971
17,2,4,389.122723309924
17,2,5,1229.7130311398505
17,2,6,3230.3400216837367
17,2,7,6124.93814020258
17,2,8,9210.547865638639
17,2,9,11969.241923959484
17,2,10,16586.958515436057
17,2,11,23941.72580645255
17,2,12,33531.6906526785
17,2,13,45317.27993787242
17,2,14,59689.414427028896
18,0,0,608142.71300563
18,0,1,609078.4245959127
18,0,2,596595.1675760185
18,0,3,574033.4511939889
18,0,4,558086.841255838
18,0,5,541861.9087947035
18,0,6,528378.7784925904
18,0,7,503893.54715816304
18,0,8,477642.5654995571
18,0,9,436043.09301304497
18,0,10,385758.86091295275
18,0,11,343311.8094890658
18,0,12,314446.75515201763
18,0,13,305792.4617158107
18,0,14,315161.70249534486
18,1,0,627345.4038744032
18,1,1,627239.0526828606
18,1,2,613839.3510267073
18,1,3,583655.8688412964
18,1,4,568713.3338096385
18,1,5,552266.2784855565
18,1,6,538285.4285898055
18,1,7,511779.0229955178
18,1,8,486421.4468649347
18,1,9,441913.7553596982
18,1,10,387080.40618654963
18,1,11,337663.2439770775
18,1,12,299215.7982239419
18,1,13,279799.4808716075
18,1,14,275438.5679687857
18,2,0,18.39486334999013
18,2,1,72.9691637839085
18,2,2,159.20983156096062
18,2,3,266.44897445179004
18,2,4,401.71138190020184
18,2,5,1273.3625442421855
18,2,6,3385.753290138657
18,2,7,6310.687127293665
18,2,8,9819.05514047179
18,2,9,13070.576055167421
18,2,10,17994.257554717224
